ID_Cliente,Edad,Ingresos,Visitas_Web,Tiempo_Web,Tours_Vistos,Promociones_Usadas,Reservo_Tour,Monto_Pagado
CL05612,60,8149,19,21.34,2,1,1,3339.8
CL05613,18,6798,10,7.83,7,3,0,0.0
CL05614,52,6785,1,11.85,7,4,0,0.0
CL05615,49,5614,19,25.19,8,2,0,0.0
CL05616,53,5292,4,19.0,9,0,1,1412.91
CL05617,30,7189,14,4.99,6,3,1,1436.0
CL05618,23,7673,11,9.77,3,0,0,0.0
CL05619,31,2688,13,23.73,5,2,0,0.0
CL05620,54,6095,10,5.16,3,1,1,1584.57
CL05621,32,8583,8,20.73,9,4,0,0.0
CL05622,64,8824,19,16.91,5,1,0,0.0
CL05623,21,2637,7,4.42,7,0,0,0.0
CL05624,57,6966,11,20.67,7,1,1,2641.81
CL05625,33,5670,2,4.27,7,1,0,0.0
CL05626,45,6203,14,11.95,4,3,0,0.0
CL05627,33,6134,7,9.26,4,3,0,0.0
CL05628,21,2890,6,20.7,3,2,1,3207.87
CL05629,62,4205,16,23.47,4,3,0,0.0
CL05630,43,9669,11,5.05,9,3,1,3156.06
CL05631,45,3366,19,24.36,5,3,1,1320.61
CL05632,49,8559,17,0.22,6,3,1,3975.8
CL05633,62,3526,17,15.9,4,2,1,3196.42
CL05634,19,8807,14,15.5,1,3,1,1897.91
CL05635,48,1366,2,18.71,7,3,0,0.0
CL05636,20,7521,18,7.19,7,0,0,0.0
CL05637,25,7606,14,0.3,6,3,1,3123.41
CL05638,41,1012,15,13.64,4,2,0,0.0
CL05639,32,9727,16,2.14,8,2,1,1799.01
CL05640,60,4239,0,26.77,8,1,0,0.0
CL05641,48,3317,10,5.21,1,3,0,0.0
CL05642,26,5042,5,12.76,9,4,0,0.0
CL05643,56,8485,8,13.02,8,1,1,2061.77
CL05644,62,1375,19,16.59,2,2,0,0.0
CL05645,19,1256,15,23.48,9,1,0,0.0
CL05646,25,1449,5,14.16,4,4,0,0.0
CL05647,24,4212,11,0.77,6,0,1,3351.52
CL05648,61,7175,18,23.13,2,4,0,0.0
CL05649,56,6943,12,2.47,4,1,1,1756.26
CL05650,59,9026,12,19.25,2,3,1,2795.14
CL05651,33,8446,3,24.1,9,0,0,0.0
CL05652,52,2308,8,8.48,9,4,1,3333.7
CL05653,47,9339,13,13.47,5,3,0,0.0
CL05654,27,5016,13,0.43,3,4,1,2018.17
CL05655,55,4940,16,24.12,3,2,0,0.0
CL05656,35,7713,4,21.1,1,3,1,1035.71
CL05657,22,5071,18,6.94,8,2,0,0.0
CL05658,46,9107,1,11.71,3,0,1,3349.64
CL05659,56,6912,12,20.86,4,0,0,0.0
CL05660,51,1442,10,10.74,2,0,0,0.0
CL05661,60,3944,1,4.87,8,0,0,0.0
CL05662,62,4936,0,15.56,3,2,1,2770.83
CL05663,40,1398,2,21.71,2,2,0,0.0
CL05664,22,3995,11,9.62,1,1,0,0.0
CL05665,47,7329,6,3.65,2,1,1,1217.86
CL05666,23,3216,0,24.89,2,2,0,0.0
CL05667,63,2707,8,7.58,4,0,0,0.0
CL05668,61,6766,17,15.38,1,1,0,0.0
CL05669,21,6677,19,20.74,1,3,0,0.0
CL05670,46,3568,5,9.51,6,2,1,927.87
CL05671,40,8638,8,19.46,5,3,0,0.0
CL05672,23,1160,7,13.79,1,0,0,0.0
CL05673,49,9067,17,17.11,6,2,1,2726.9
CL05674,59,4904,14,17.72,8,1,1,2892.71
CL05675,35,4573,0,24.72,5,1,1,664.77
CL05676,32,2825,13,19.69,3,3,0,0.0
CL05677,57,6582,17,7.93,3,2,0,0.0
CL05678,49,2176,18,1.79,2,0,0,0.0
CL05679,26,5918,18,0.06,9,4,1,1047.12
CL05680,54,5880,9,27.13,9,4,1,2371.41
CL05681,27,4220,19,28.26,7,0,0,0.0
CL05682,37,8820,5,2.82,1,1,0,0.0
CL05683,23,1130,16,14.61,1,4,0,0.0
CL05684,20,7659,13,4.55,4,0,0,0.0
CL05685,59,4562,12,28.46,2,3,0,0.0
CL05686,28,2499,7,7.4,3,1,0,0.0
CL05687,60,8430,9,15.05,2,0,0,0.0
CL05688,34,8705,8,4.97,1,3,0,0.0
CL05689,49,8626,4,9.98,3,2,0,0.0
CL05690,21,7679,3,8.0,7,4,0,0.0
CL05691,21,3788,5,14.26,9,4,1,3540.75
CL05692,34,5876,5,12.59,9,4,1,3285.64
CL05693,58,4708,12,9.92,8,0,0,0.0
CL05694,36,2769,3,3.18,6,2,0,0.0
CL05695,22,7731,7,14.53,1,0,1,2995.67
CL05696,49,4044,4,25.51,8,0,1,729.05
CL05697,39,1375,1,21.91,8,2,0,0.0
CL05698,23,7347,8,21.62,9,3,1,3454.93
CL05699,52,4036,10,10.98,6,1,0,0.0
CL05700,39,9852,19,21.25,3,4,1,2776.66
CL05701,18,7218,19,13.97,6,2,0,0.0
CL05702,37,1740,10,4.51,8,3,0,0.0
CL05703,39,9495,6,12.57,7,2,0,0.0
CL05704,28,2085,13,3.98,8,1,0,0.0
CL05705,30,2210,5,3.43,3,2,0,0.0
CL05706,59,9420,3,0.69,8,2,0,0.0
CL05707,20,4119,5,8.49,5,3,0,0.0
CL05708,26,1267,2,9.93,7,4,1,1566.08
CL05709,29,3774,5,20.98,4,4,0,0.0
CL05710,40,5349,2,16.14,3,3,0,0.0
CL05711,31,5965,0,25.75,6,3,0,0.0
CL05712,50,9125,17,5.29,9,0,0,0.0
CL05713,35,4459,3,7.98,4,0,1,2789.67
CL05714,58,1989,5,28.23,9,1,0,0.0
CL05715,26,1937,16,13.32,3,0,1,853.27
CL05716,40,7654,17,23.67,6,0,0,0.0
CL05717,27,7989,5,14.77,5,2,0,0.0
CL05718,36,9631,1,14.13,9,2,1,1287.35
CL05719,64,8342,11,4.44,6,3,0,0.0
CL05720,22,7023,11,25.54,2,4,0,0.0
CL05721,64,3358,3,2.35,4,1,1,1479.1
CL05722,40,4345,15,9.31,5,0,0,0.0
CL05723,47,7360,19,20.2,9,2,1,3659.41
CL05724,42,5816,9,15.22,1,4,0,0.0
CL05725,45,4743,9,26.44,9,0,0,0.0
CL05726,51,8159,6,1.18,1,4,1,1687.09
CL05727,62,1518,13,19.48,1,2,1,1468.01
CL05728,64,1268,6,14.32,4,3,0,0.0
CL05729,42,6444,11,4.63,6,0,1,850.75
CL05730,27,6475,10,22.3,2,0,1,3306.94
CL05731,31,5185,16,12.34,1,1,1,2868.41
CL05732,59,6161,10,15.95,4,0,0,0.0
CL05733,63,4865,2,29.02,8,2,1,1431.13
CL05734,47,9011,18,14.59,6,4,0,0.0
CL05735,58,3335,3,24.7,5,4,0,0.0
CL05736,42,4674,7,23.09,1,3,0,0.0
CL05737,31,5576,13,19.88,3,3,1,2601.02
CL05738,52,1500,19,26.9,7,2,0,0.0
CL05739,51,9083,13,7.55,3,4,0,0.0
CL05740,27,9294,15,24.62,5,3,0,0.0
CL05741,52,6543,14,11.33,6,3,0,0.0
CL05742,28,3746,11,24.37,9,1,0,0.0
CL05743,28,4276,15,14.81,3,1,1,888.23
CL05744,38,4085,19,25.73,6,2,1,1545.45
CL05745,38,6735,18,26.85,2,2,0,0.0
CL05746,39,8796,4,17.93,9,2,0,0.0
CL05747,62,7613,11,15.23,9,2,1,2971.97
CL05748,24,2327,4,23.5,7,4,0,0.0
CL05749,34,8772,9,8.01,9,0,0,0.0
CL05750,19,4746,16,0.46,4,2,0,0.0
CL05751,29,6684,14,12.21,1,1,0,0.0
CL05752,59,3562,7,15.23,1,0,0,0.0
CL05753,35,5163,7,8.92,2,0,1,2805.86
CL05754,28,4317,7,11.5,3,4,0,0.0
CL05755,33,3436,9,3.99,2,3,0,0.0
CL05756,35,6769,19,8.32,4,0,1,904.45
CL05757,52,9499,12,7.2,8,4,0,0.0
CL05758,43,6918,15,9.03,3,4,0,0.0
CL05759,33,2089,8,8.97,4,4,0,0.0
CL05760,23,5555,15,16.77,2,2,0,0.0
CL05761,61,3394,9,7.52,1,3,0,0.0
CL05762,60,7468,2,28.23,8,2,0,0.0
CL05763,64,5004,13,15.34,7,1,1,2177.02
CL05764,64,1666,12,3.87,2,3,0,0.0
CL05765,59,6718,3,8.39,8,2,0,0.0
CL05766,29,6152,3,21.89,3,3,0,0.0
CL05767,30,3234,5,0.41,7,1,1,1151.62
CL05768,21,7335,18,28.13,1,2,1,1983.58
CL05769,56,2236,10,13.36,3,3,1,1489.92
CL05770,19,2623,7,15.63,9,1,1,2239.34
CL05771,43,2374,13,29.65,4,4,0,0.0
CL05772,44,8275,7,15.1,1,3,1,1446.84
CL05773,44,7359,13,28.43,6,1,1,2303.02
CL05774,32,1176,6,27.46,1,4,1,2996.14
CL05775,25,7704,17,28.24,1,1,0,0.0
CL05776,24,3928,11,24.37,2,0,1,3296.74
CL05777,64,9817,13,8.89,3,1,0,0.0
CL05778,63,8617,14,10.39,2,2,1,1350.88
CL05779,57,8614,17,10.95,8,2,0,0.0
CL05780,29,4715,11,29.38,6,2,0,0.0
CL05781,30,5274,9,10.82,1,2,1,1594.94
CL05782,60,9586,11,3.26,6,0,1,2271.29
CL05783,34,5971,7,23.35,1,0,0,0.0
CL05784,34,9389,5,10.98,9,0,0,0.0
CL05785,53,1968,18,18.63,3,4,1,2956.34
CL05786,38,4155,0,27.73,1,3,0,0.0
CL05787,25,5764,12,17.27,1,2,0,0.0
CL05788,22,3504,15,19.13,2,3,0,0.0
CL05789,43,8643,17,19.29,6,2,1,1890.8
CL05790,33,7006,11,18.37,1,2,1,2487.19
CL05791,53,8962,4,4.79,7,2,1,1638.97
CL05792,45,8943,12,13.69,4,0,1,1257.78
CL05793,46,2269,7,0.23,7,4,0,0.0
CL05794,64,2364,5,18.79,4,2,0,0.0
CL05795,29,7716,2,17.26,4,2,0,0.0
CL05796,54,1923,19,9.54,4,2,1,1667.39
CL05797,47,1470,3,15.72,8,1,0,0.0
CL05798,40,7597,11,14.79,2,2,0,0.0
CL05799,33,3954,12,7.53,8,0,0,0.0
CL05800,31,2148,1,8.8,1,0,1,1137.03
CL05801,27,4086,18,22.88,7,3,0,0.0
CL05802,24,1629,3,22.67,7,0,1,2335.02
CL05803,62,8407,12,14.09,6,3,0,0.0
CL05804,54,1774,18,21.53,4,4,0,0.0
CL05805,46,9551,7,13.52,5,1,1,1907.27
CL05806,20,9709,7,25.54,1,0,0,0.0
CL05807,32,2343,15,9.98,2,2,0,0.0
CL05808,53,8398,10,27.82,7,4,0,0.0
CL05809,64,8197,17,16.27,2,2,0,0.0
CL05810,63,6016,3,16.07,8,3,0,0.0
CL05811,36,8797,0,20.12,7,3,1,2653.58
CL05812,30,3899,0,10.23,8,1,0,0.0
CL05813,59,1934,13,21.73,4,4,1,1391.85
CL05814,38,2986,3,9.61,1,3,1,2764.69
CL05815,54,5996,10,11.93,7,2,0,0.0
CL05816,44,7542,17,20.24,1,0,1,2176.71
CL05817,46,6465,15,11.35,7,0,0,0.0
CL05818,37,7311,16,6.0,9,4,0,0.0
CL05819,42,9568,1,26.16,5,4,0,0.0
CL05820,23,2505,3,27.66,2,3,1,1662.34
CL05821,53,6363,2,18.8,1,0,0,0.0
CL05822,19,2010,14,24.33,8,1,0,0.0
CL05823,39,4477,1,29.6,4,1,1,2538.59
CL05824,49,8741,18,18.44,8,1,1,3366.86
CL05825,33,4857,8,27.26,2,1,0,0.0
CL05826,35,4839,9,10.78,3,3,1,3167.48
CL05827,22,5268,18,21.01,3,2,0,0.0
CL05828,53,3553,4,1.67,4,1,1,1967.37
CL05829,47,5389,13,23.67,9,3,1,1956.86
CL05830,62,1551,9,24.89,9,1,0,0.0
CL05831,36,6566,15,12.04,5,1,0,0.0
CL05832,40,6758,5,19.17,7,2,0,0.0
CL05833,51,4051,7,25.75,9,1,0,0.0
CL05834,30,6322,1,26.51,1,3,0,0.0
CL05835,60,3555,17,3.2,2,3,1,2466.07
CL05836,46,2089,19,24.82,6,0,0,0.0
CL05837,53,1458,7,8.23,3,4,1,2441.66
CL05838,39,5721,4,21.82,7,1,1,3369.79
CL05839,64,7304,16,9.75,5,1,0,0.0
CL05840,53,2920,15,1.69,8,3,1,3161.78
CL05841,26,8694,4,6.3,1,1,1,2004.15
CL05842,56,6668,16,12.26,9,3,0,0.0
CL05843,36,7298,3,22.24,6,0,0,0.0
CL05844,55,7629,0,3.02,5,1,0,0.0
CL05845,23,6146,5,24.39,8,0,1,1163.57
CL05846,64,2003,0,29.91,4,0,0,0.0
CL05847,32,4083,3,23.65,9,4,0,0.0
CL05848,37,3589,1,14.21,5,3,1,3363.7
CL05849,26,5310,12,17.04,1,0,0,0.0
CL05850,49,3241,13,0.18,8,3,0,0.0
CL05851,21,6766,16,6.28,9,4,1,3788.02
CL05852,35,8711,10,26.97,5,3,1,3677.89
CL05853,22,5980,2,0.65,5,4,1,3319.06
CL05854,37,1938,6,27.14,6,1,1,610.02
CL05855,40,5301,9,3.4,9,4,0,0.0
CL05856,28,4970,10,3.99,5,4,1,1386.09
CL05857,54,4999,9,5.26,2,4,1,2687.87
CL05858,39,5650,7,23.98,3,2,0,0.0
CL05859,21,7627,4,14.35,3,0,1,2706.14
CL05860,46,4408,1,4.36,9,3,0,0.0
CL05861,61,9962,14,20.6,8,3,0,0.0
CL05862,51,1248,15,28.22,6,2,1,398.19
CL05863,30,9564,3,17.17,5,1,1,1661.94
CL05864,59,6950,15,2.96,2,0,1,3210.69
CL05865,26,3926,11,1.64,9,0,0,0.0
CL05866,59,8975,13,23.88,8,0,0,0.0
CL05867,48,4857,11,18.78,5,0,0,0.0
CL05868,24,5930,15,27.68,6,2,1,1695.66
CL05869,21,8014,15,16.42,9,3,0,0.0
CL05870,36,9893,11,1.87,1,1,0,0.0
CL05871,59,7966,1,12.11,4,1,0,0.0
CL05872,47,7587,13,19.74,5,1,1,2419.46
CL05873,48,7496,10,11.55,9,2,0,0.0
CL05874,52,6091,8,29.99,5,2,0,0.0
CL05875,38,9985,6,12.16,5,4,1,1440.11
CL05876,48,1677,11,16.39,3,2,0,0.0
CL05877,36,6909,16,6.76,8,0,1,1224.79
CL05878,48,2561,8,4.56,7,3,1,1479.46
CL05879,49,5053,5,19.36,8,1,1,2001.89
CL05880,19,9644,11,17.66,4,2,1,2591.04
CL05881,27,4656,19,0.13,8,3,0,0.0
CL05882,19,6234,9,8.54,4,0,0,0.0
CL05883,19,5146,8,19.31,1,2,0,0.0
CL05884,41,6488,11,24.37,4,2,1,1796.64
CL05885,34,9081,0,9.37,5,3,1,3986.97
CL05886,49,1209,1,19.42,8,0,0,0.0
CL05887,33,5983,18,7.96,6,2,0,0.0
CL05888,33,8141,0,20.71,5,3,0,0.0
CL05889,63,5945,15,20.94,3,0,0,0.0
CL05890,56,8980,15,3.91,4,2,0,0.0
CL05891,48,4966,17,19.95,6,2,0,0.0
CL05892,60,9818,17,10.01,6,1,1,2677.6
CL05893,41,3824,12,5.18,6,4,1,769.12
CL05894,18,2250,11,15.01,2,0,0,0.0
CL05895,28,5758,8,13.57,8,3,0,0.0
CL05896,38,5363,4,23.22,8,1,1,2994.95
CL05897,21,3163,8,2.54,6,2,0,0.0
CL05898,24,2853,12,23.69,4,3,0,0.0
CL05899,43,1753,15,3.18,2,1,0,0.0
CL05900,64,6448,9,6.22,6,1,0,0.0
CL05901,29,2868,15,15.48,6,4,0,0.0
CL05902,48,1181,13,13.9,3,1,1,885.84
CL05903,34,2513,1,29.67,2,0,1,2678.91
CL05904,50,4344,18,17.68,4,4,0,0.0
CL05905,28,6238,10,9.82,8,4,1,1261.12
CL05906,45,8089,18,27.0,5,2,1,1371.67
CL05907,49,7401,10,9.37,3,2,1,1183.05
CL05908,18,3556,13,8.21,5,0,0,0.0
CL05909,64,7098,14,14.83,9,3,1,2401.05
CL05910,45,6280,6,27.4,8,0,0,0.0
CL05911,59,5244,14,21.26,7,4,0,0.0
CL05912,24,3164,7,20.32,4,2,0,0.0
CL05913,19,7601,3,21.78,2,0,1,3402.19
CL05914,59,3021,17,19.79,9,2,0,0.0
CL05915,41,3821,13,22.79,3,0,0,0.0
CL05916,21,6938,17,5.78,6,0,0,0.0
CL05917,61,7132,3,5.32,7,1,0,0.0
CL05918,36,6969,1,10.86,3,0,0,0.0
CL05919,43,7168,5,25.53,3,2,0,0.0
CL05920,28,1713,10,21.43,3,0,0,0.0
CL05921,57,8203,0,16.99,3,3,0,0.0
CL05922,60,4545,14,0.58,3,1,0,0.0
CL05923,28,9414,11,7.07,7,0,0,0.0
CL05924,62,1863,17,24.11,5,3,1,2237.81
CL05925,20,5625,4,7.27,4,2,0,0.0
CL05926,29,6307,10,21.91,6,3,1,1155.44
CL05927,20,2425,18,5.54,8,1,1,2326.69
CL05928,59,3304,0,18.19,2,2,0,0.0
CL05929,44,1653,16,18.85,3,0,0,0.0
CL05930,19,9129,7,22.56,2,0,0,0.0
CL05931,33,7734,15,13.15,7,3,0,0.0
CL05932,19,1443,10,18.98,2,0,1,2915.67
CL05933,47,8459,18,14.61,5,2,0,0.0
CL05934,37,5669,10,28.42,9,2,0,0.0
CL05935,55,6106,14,15.66,8,0,1,1688.4
CL05936,45,5436,7,6.29,8,3,1,3264.18
CL05937,42,3857,13,20.04,3,0,0,0.0
CL05938,49,4039,0,16.45,1,4,0,0.0
CL05939,27,9291,9,24.11,2,0,1,3377.64
CL05940,59,3737,6,5.31,7,1,1,749.29
CL05941,57,7956,17,7.83,4,0,0,0.0
CL05942,50,6239,11,27.65,5,4,0,0.0
CL05943,30,2607,1,27.9,1,1,0,0.0
CL05944,58,3953,17,13.27,2,3,1,1061.16
CL05945,59,6933,6,1.43,9,1,0,0.0
CL05946,64,5682,19,9.2,6,2,1,3234.93
CL05947,54,7333,11,7.41,7,4,1,1276.22
CL05948,33,8392,19,12.44,5,2,0,0.0
CL05949,62,7609,13,9.53,9,2,0,0.0
CL05950,39,5925,9,24.87,5,1,1,2648.6
CL05951,37,8250,8,0.09,6,1,0,0.0
CL05952,60,6783,14,19.34,9,2,0,0.0
CL05953,44,7723,19,19.93,5,3,1,1558.98
CL05954,58,1184,9,19.82,4,0,0,0.0
CL05955,33,1521,18,15.62,5,0,0,0.0
CL05956,51,2248,18,18.33,5,4,1,1688.88
CL05957,49,2002,11,24.31,5,1,1,1919.94
CL05958,43,7266,11,23.53,1,0,1,1561.36
CL05959,42,7444,8,1.04,5,3,0,0.0
CL05960,19,8017,19,0.91,5,4,0,0.0
CL05961,29,9585,3,25.17,1,1,0,0.0
CL05962,57,2617,0,17.24,4,0,0,0.0
CL05963,26,1660,15,28.72,8,2,1,2462.86
CL05964,29,6524,0,12.95,4,3,0,0.0
CL05965,43,8616,12,5.3,7,3,0,0.0
CL05966,26,6250,2,14.2,6,1,0,0.0
CL05967,27,8512,11,13.1,5,3,0,0.0
CL05968,49,7905,8,15.52,9,1,0,0.0
CL05969,51,1319,3,24.24,8,3,0,0.0
CL05970,37,9775,1,19.67,5,0,0,0.0
CL05971,56,4600,8,5.56,7,1,1,802.93
CL05972,19,6960,19,22.03,9,3,1,1374.59
CL05973,18,6279,12,17.76,7,0,0,0.0
CL05974,53,9773,13,17.35,3,0,0,0.0
CL05975,41,2767,2,20.35,5,0,0,0.0
CL05976,44,2798,17,16.92,9,1,0,0.0
CL05977,19,9949,8,13.73,9,1,0,0.0
CL05978,48,1282,14,19.21,8,3,0,0.0
CL05979,31,7337,9,21.71,6,2,0,0.0
CL05980,19,6166,16,6.77,7,2,1,1565.25
CL05981,46,8121,12,14.91,7,4,0,0.0
CL05982,32,8409,0,13.75,1,2,0,0.0
CL05983,29,6489,10,1.2,8,2,0,0.0
CL05984,54,5896,4,25.03,6,3,0,0.0
CL05985,45,1130,8,11.32,7,1,1,1952.56
CL05986,37,2293,6,2.18,2,2,0,0.0
CL05987,56,7059,6,13.74,7,4,0,0.0
CL05988,41,7957,1,4.84,8,3,1,2767.81
CL05989,38,1060,18,21.13,5,0,1,2386.11
CL05990,27,3211,19,17.15,1,0,1,3182.16
CL05991,63,7276,17,8.1,6,4,0,0.0
CL05992,31,6363,9,28.51,3,1,0,0.0
CL05993,54,9152,4,8.75,5,0,0,0.0
CL05994,35,8973,15,16.65,9,1,0,0.0
CL05995,41,1037,4,24.05,7,2,0,0.0
CL05996,31,6990,14,15.42,8,2,0,0.0
CL05997,51,6438,15,28.83,6,2,1,1817.87
CL05998,29,8677,3,25.32,9,0,0,0.0
CL05999,39,1473,13,27.63,3,0,0,0.0
CL06000,23,1058,16,11.18,1,1,1,855.45
CL06001,53,3636,16,16.45,4,1,1,1360.9
CL06002,62,3614,15,25.2,8,4,0,0.0
CL06003,53,8296,8,27.11,6,2,0,0.0
CL06004,39,5999,1,28.33,7,3,1,1751.08
CL06005,31,9276,10,26.37,9,3,0,0.0
CL06006,33,4797,14,21.92,2,2,1,1778.53
CL06007,53,3674,2,0.73,7,4,0,0.0
CL06008,42,7436,15,9.45,4,1,0,0.0
CL06009,49,4120,18,3.87,7,0,1,2732.15
CL06010,50,3076,5,4.64,8,4,0,0.0
CL06011,62,4190,13,8.73,2,4,0,0.0
CL06012,53,5787,4,2.24,7,2,1,2505.32
CL06013,37,7056,4,7.29,8,1,1,1026.4
CL06014,35,8494,5,28.71,1,3,1,1644.77
CL06015,55,4577,17,9.36,5,3,0,0.0
CL06016,20,5741,17,4.79,9,3,0,0.0
CL06017,40,7832,18,21.55,2,4,0,0.0
CL06018,49,3581,1,24.86,6,0,1,1406.74
CL06019,62,4787,16,9.42,2,1,0,0.0
CL06020,33,9707,0,8.35,3,0,1,3889.73
CL06021,22,8103,8,7.25,6,3,1,3318.09
CL06022,21,1932,12,11.8,5,0,0,0.0
CL06023,38,2663,3,2.62,4,4,1,1679.05
CL06024,57,9748,4,20.07,7,2,0,0.0
CL06025,31,8914,17,24.67,3,0,1,1755.61
CL06026,56,5852,9,19.91,7,0,0,0.0
CL06027,48,2104,3,12.64,9,0,0,0.0
CL06028,31,2270,12,8.67,2,3,0,0.0
CL06029,23,4646,12,12.28,5,0,1,2118.29
CL06030,29,6087,16,12.72,1,1,0,0.0
CL06031,33,5723,7,19.98,7,4,0,0.0
CL06032,34,3054,3,27.84,2,1,1,3159.1
CL06033,62,7658,2,2.12,5,1,0,0.0
CL06034,40,2842,10,28.6,1,3,1,2194.26
CL06035,31,3802,11,27.31,1,0,0,0.0
CL06036,24,8735,8,3.53,4,4,1,2566.74
CL06037,63,9201,14,5.51,7,4,1,4040.97
CL06038,49,9313,12,9.35,7,4,0,0.0
CL06039,32,7105,4,16.79,8,0,1,2280.0
CL06040,61,3560,4,4.03,9,4,0,0.0
CL06041,34,4037,18,6.01,4,4,0,0.0
CL06042,58,9632,10,27.08,2,2,1,2025.7
CL06043,64,3749,8,3.28,3,2,1,2033.43
CL06044,61,1590,2,11.97,9,4,0,0.0
CL06045,51,2368,17,22.89,8,1,0,0.0
CL06046,22,2361,12,26.66,6,0,0,0.0
CL06047,62,9128,11,10.08,3,1,0,0.0
CL06048,44,4773,8,4.93,8,1,1,2121.46
CL06049,40,3064,9,22.11,2,0,0,0.0
CL06050,57,3415,12,23.18,4,0,0,0.0
CL06051,31,3951,19,29.4,4,3,0,0.0
CL06052,32,6616,19,4.19,9,3,1,971.06
CL06053,60,8975,12,21.28,8,3,1,1429.12
CL06054,50,8101,8,12.52,7,4,0,0.0
CL06055,48,6003,9,27.44,4,4,1,1867.83
CL06056,52,9306,18,12.23,7,4,1,3282.4
CL06057,34,7243,5,13.38,1,3,1,1471.95
CL06058,45,7581,6,3.8,8,0,1,3165.84
CL06059,36,9330,14,9.63,8,4,1,3555.32
CL06060,63,5923,18,12.03,9,0,0,0.0
CL06061,40,7467,13,0.53,9,3,0,0.0
CL06062,49,5941,15,13.13,1,0,0,0.0
CL06063,57,7437,13,10.09,7,4,1,2263.26
CL06064,30,7076,19,24.12,1,0,1,1064.47
CL06065,37,6648,1,3.21,6,3,1,2815.59
CL06066,52,9001,8,22.81,5,4,1,2874.26
CL06067,22,2315,2,21.42,2,4,1,577.23
CL06068,26,1073,5,7.25,3,3,1,945.12
CL06069,46,9675,4,2.5,8,1,0,0.0
CL06070,23,2549,13,25.26,2,2,0,0.0
CL06071,42,2359,14,7.48,4,3,1,3357.71
CL06072,48,2896,17,4.37,3,0,1,2568.45
CL06073,39,7659,16,10.77,7,1,0,0.0
CL06074,19,6246,8,12.03,8,3,1,2078.9
CL06075,62,7967,18,9.78,4,2,1,2652.46
CL06076,22,7661,8,29.29,6,4,0,0.0
CL06077,44,1510,15,26.42,3,2,1,2491.64
CL06078,42,9614,5,26.19,7,2,0,0.0
CL06079,25,3432,7,11.96,8,3,1,1803.21
CL06080,18,2906,2,28.89,7,4,1,3001.55
CL06081,37,1064,4,20.52,4,4,0,0.0
CL06082,61,5928,6,24.96,9,2,1,2812.82
CL06083,40,5710,0,15.03,8,3,1,1393.07
CL06084,49,7124,3,4.82,6,4,0,0.0
CL06085,28,8837,15,26.61,2,4,0,0.0
CL06086,56,1800,13,14.59,7,0,1,3080.72
CL06087,64,7063,0,29.06,9,2,1,3342.84
CL06088,41,9469,3,7.65,9,1,0,0.0
CL06089,28,7109,9,29.77,9,2,0,0.0
CL06090,46,7659,10,6.67,9,3,0,0.0
CL06091,43,2238,6,11.05,6,4,0,0.0
CL06092,33,7582,3,17.82,1,4,1,1912.75
CL06093,52,5523,0,20.8,6,0,1,2655.41
CL06094,37,6620,0,21.61,5,4,1,1854.63
CL06095,63,2486,16,14.29,7,4,0,0.0
CL06096,20,5681,9,2.3,8,1,0,0.0
CL06097,18,5470,4,14.88,1,2,1,2889.66
CL06098,64,6619,6,10.04,4,4,1,1116.48
CL06099,18,9284,7,19.73,4,3,0,0.0
CL06100,34,8177,1,5.47,1,1,0,0.0
CL06101,19,6441,8,11.82,4,1,1,2681.31
CL06102,46,2840,3,28.98,7,0,0,0.0
CL06103,37,6397,11,2.67,6,3,0,0.0
CL06104,23,2621,10,18.07,4,1,0,0.0
CL06105,25,2561,4,2.72,2,2,0,0.0
CL06106,46,6849,11,4.71,7,3,1,3272.36
CL06107,50,2416,3,18.15,8,2,0,0.0
CL06108,20,5190,12,13.32,9,0,0,0.0
CL06109,52,6054,0,16.45,9,0,0,0.0
CL06110,22,2130,17,26.4,4,4,0,0.0
CL06111,44,4597,3,24.52,3,2,0,0.0
CL06112,61,3118,3,26.64,5,2,0,0.0
CL06113,29,1663,7,18.49,6,0,0,0.0
CL06114,37,3634,19,14.69,8,2,1,2006.8
CL06115,62,3774,5,13.78,3,3,0,0.0
CL06116,37,7194,3,22.19,6,4,1,3689.11
CL06117,26,4969,3,15.64,5,4,1,1159.98
CL06118,56,4490,10,3.17,7,3,1,3508.77
CL06119,21,2523,8,4.26,9,1,0,0.0
CL06120,36,9053,13,10.71,7,2,1,1615.31
CL06121,55,1987,3,2.03,6,1,1,680.8
CL06122,44,8915,12,7.18,9,1,0,0.0
CL06123,62,7403,5,19.69,4,2,1,2567.25
CL06124,60,6321,12,0.37,1,0,1,1516.84
CL06125,30,4845,2,18.12,8,2,0,0.0
CL06126,30,7301,6,23.17,6,0,1,3585.89
CL06127,39,1098,0,5.1,6,3,0,0.0
CL06128,45,3288,10,5.43,5,0,0,0.0
CL06129,64,5297,1,0.87,3,1,1,864.1
CL06130,62,9825,4,15.37,6,1,1,3549.71
CL06131,39,8796,13,19.64,1,1,0,0.0
CL06132,60,8263,12,13.71,7,0,0,0.0
CL06133,36,9770,15,11.68,6,1,1,3774.64
CL06134,25,4959,14,13.63,5,4,0,0.0
CL06135,25,8385,2,23.45,3,2,0,0.0
CL06136,59,9464,5,1.01,8,1,1,3833.74
CL06137,43,6338,8,23.51,4,0,0,0.0
CL06138,43,5881,2,19.99,9,1,0,0.0
CL06139,40,4954,12,7.24,9,0,1,2760.34
